Date,PrecipTotal,StnPressure,ResultSpeed,ResultDir,VCTS,RA,HZ,BR,FG,DZ,TSRA,TS
2013-05-24,0.0,29.62,7.5,4,0,0,0,0,0,0,0,0
2013-05-25,0.0,29.59,4.7,5,0,0,0,0,0,0,0,0
2013-05-26,0.02,29.47,5.5,9,0,1,0,0,0,0,0,0
2013-05-27,0.23,29.21,8.5,9,0,0,1,1,0,1,1,0
2013-05-28,0.2,29.06,8.7,21,0,1,0,1,0,0,1,0
2013-05-29,0.01,29.16,7.3,20,0,0,0,0,0,0,0,0
2013-05-30,0.51,29.13,13.4,19,0,1,0,0,0,0,1,0
2013-05-31,0.3,29.05,11.7,20,0,1,0,1,0,0,0,0
2013-06-01,0.56,28.98,13.1,22,0,1,0,1,0,0,0,0
2013-06-02,0.01,29.24,1.8,5,0,1,0,1,0,1,0,0
2013-06-03,0.0,29.34,3.7,12,0,0,0,0,0,0,0,0
2013-06-04,0.0,29.39,5.3,7,0,0,0,0,0,0,0,0
2013-06-05,0.01,29.24,6.8,5,0,1,0,0,0,0,0,0
2013-06-06,0.15,29.18,8.9,3,0,1,0,0,0,0,0,0
2013-06-07,0.005,29.2,9.5,3,0,0,0,0,0,0,0,0
2013-06-08,0.0,29.25,4.7,7,0,0,0,0,0,0,0,0
2013-06-09,0.01,29.15,6.0,15,0,1,0,0,0,0,0,0
2013-06-10,0.26,29.08,2.7,4,0,1,1,1,0,0,1,0
2013-06-11,0.005,29.13,3.2,25,0,1,0,1,0,0,0,0
2013-06-12,0.75,29.0,3.1,8,0,0,0,1,0,0,1,1
2013-06-13,0.0,29.23,11.7,3,0,0,0,1,0,0,0,0
2013-06-14,0.0,29.34,6.6,6,0,0,0,0,0,0,0,0
2013-06-15,0.17,29.21,5.6,21,0,1,0,1,0,0,0,0
2013-06-16,0.0,29.16,8.3,27,0,0,0,0,0,0,0,0
2013-06-17,0.03,29.18,3.9,29,0,0,0,0,0,0,0,0
2013-06-18,0.0,29.31,11.4,3,0,0,0,1,0,0,0,0
2013-06-19,0.0,29.39,5.9,8,0,0,0,0,0,0,0,0
2013-06-20,0.0,29.38,5.1,12,0,0,0,0,0,0,0,0
2013-06-21,0.79,29.34,7.4,19,0,1,0,1,0,0,0,0
2013-06-22,0.04,29.3,3.1,22,0,1,0,0,0,0,0,0
2013-06-23,0.84,29.26,10.7,20,0,1,0,0,0,0,0,0
2013-06-24,0.18,29.25,8.9,23,0,0,0,1,0,0,0,0
2013-06-25,0.03,29.13,4.5,19,0,0,0,0,0,0,1,0
2013-06-26,1.48,29.05,2.2,16,0,1,0,1,0,0,1,0
2013-06-27,0.92,29.01,7.2,29,0,0,0,1,0,0,0,0
2013-06-28,0.005,28.91,10.5,31,0,1,0,0,0,0,0,0
2013-06-29,0.0,28.97,12.0,2,0,0,0,1,0,0,0,0
2013-06-30,0.0,29.2,13.8,2,0,0,0,0,0,0,0,0
2013-07-01,0.0,29.31,12.6,3,0,0,0,0,0,0,0,0
2013-07-02,0.005,29.33,11.0,3,0,0,0,0,0,0,0,0
2013-07-03,0.02,29.32,2.2,2,0,0,1,1,0,1,0,0
2013-07-04,0.0,29.34,4.4,20,0,0,0,1,0,0,0,0
2013-07-05,0.0,29.33,3.7,19,0,0,0,0,0,0,0,0
2013-07-06,0.0,29.29,4.1,19,0,0,0,0,0,0,0,0
2013-07-07,0.0,29.26,6.6,21,0,0,0,0,0,0,0,0
2013-07-08,0.5,29.24,7.8,23,0,1,0,1,0,0,1,0
2013-07-09,0.005,29.19,6.9,23,0,0,0,1,0,0,0,0
2013-07-10,0.0,29.2,6.0,34,0,0,0,0,0,0,0,0
2013-07-11,0.0,29.36,6.5,3,0,0,0,0,0,0,0,0
2013-07-12,0.0,29.38,4.0,8,0,0,0,0,0,0,0,0
2013-07-13,0.0,29.41,6.8,9,0,0,0,0,0,0,0,0
2013-07-14,0.0,29.47,6.7,9,0,0,0,0,0,0,0,0
2013-07-15,0.09,29.52,4.3,8,0,0,0,0,0,0,0,0
2013-07-16,0.0,29.54,6.4,23,0,0,0,0,0,0,0,0
2013-07-17,0.0,29.51,6.7,26,0,0,0,0,0,0,0,0
2013-07-18,0.005,29.31,7.2,24,0,0,0,0,0,0,0,0
2013-07-19,0.58,29.1,13.3,25,0,0,0,1,0,0,0,1
2013-07-20,0.06,29.17,4.8,1,0,0,0,0,0,0,0,0
2013-07-21,0.01,29.18,2.8,7,0,0,0,0,0,0,0,0
2013-07-22,0.005,29.07,4.9,24,0,1,0,0,0,0,1,0
2013-07-23,0.03,29.15,8.8,2,0,0,0,0,0,0,0,0
2013-07-24,0.0,29.31,7.8,5,0,0,0,0,0,0,0,0
2013-07-25,0.0,29.33,4.1,23,0,0,0,0,0,0,0,0
2013-07-26,0.39,29.21,7.6,22,0,1,0,1,0,0,0,0
2013-07-27,0.0,29.17,9.0,30,0,0,0,0,0,0,0,0
2013-07-28,0.005,29.23,8.7,28,0,1,0,0,0,0,0,0
2013-07-29,0.0,29.41,2.0,1,0,0,0,0,0,0,0,0
2013-07-30,0.04,29.39,4.2,16,0,1,0,0,0,0,0,0
2013-07-31,0.5,29.26,2.2,32,0,1,0,1,0,1,0,0
2013-08-01,0.0,29.23,7.6,30,0,0,0,0,0,0,0,0
2013-08-02,0.63,29.15,4.5,29,0,1,0,1,0,0,0,0
2013-08-03,0.0,29.33,5.8,2,0,0,0,0,0,0,0,0
2013-08-04,0.005,29.42,5.9,6,0,1,0,0,0,0,0,0
2013-08-05,0.07,29.23,6.8,19,0,1,0,0,0,0,0,0
2013-08-06,0.04,29.13,7.2,21,0,0,0,0,0,0,0,0
2013-08-07,0.005,29.14,4.0,30,0,0,0,0,0,0,0,0
2013-08-08,0.0,29.26,8.6,5,0,0,0,0,0,0,0,0
2013-08-09,0.005,29.28,4.7,27,0,0,0,0,0,0,0,0
2013-08-10,0.0,29.5,5.3,5,0,0,0,0,0,0,0,0
2013-08-11,0.01,29.35,2.0,27,0,1,0,0,0,0,0,0
2013-08-12,0.27,29.21,3.5,27,0,1,0,0,0,1,0,0
2013-08-13,0.0,29.37,8.7,3,0,0,0,0,0,0,0,0
2013-08-14,0.0,29.44,3.9,4,0,0,0,0,0,0,0,0
2013-08-15,0.0,29.4,4.2,24,0,0,0,0,0,0,0,0
2013-08-16,0.0,29.44,2.8,4,0,0,0,0,0,0,0,0
2013-08-17,0.0,29.47,5.7,8,0,0,0,0,0,0,0,0
2013-08-18,0.0,29.41,3.7,8,0,0,0,0,0,0,0,0
2013-08-19,0.0,29.34,5.1,25,0,0,0,0,0,0,0,0
2013-08-20,0.0,29.34,7.7,22,0,0,0,0,0,0,0,0
2013-08-21,0.01,29.3,8.6,23,0,1,0,0,0,0,0,0
2013-08-22,0.23,29.36,1.5,23,0,1,0,0,0,0,0,0
2013-08-23,0.0,29.43,6.1,6,0,0,0,1,0,0,0,0
2013-08-24,0.0,29.49,5.3,17,0,0,0,0,0,0,0,0
2013-08-25,0.0,29.46,9.2,22,0,0,0,0,0,0,0,0
2013-08-26,0.0,29.34,9.0,24,0,0,0,0,0,0,0,0
2013-08-27,0.0,29.18,11.7,24,0,0,0,0,0,0,0,0
2013-08-28,0.0,29.26,6.9,3,0,0,0,0,0,0,0,0
2013-08-29,0.0,29.29,3.9,10,0,0,1,1,0,0,0,0
2013-08-30,0.36,29.13,4.4,26,0,0,0,1,0,0,0,0
2013-08-31,0.07,29.1,6.1,5,0,0,0,0,0,0,1,1
2013-09-01,0.14,29.05,4.2,29,0,0,0,0,0,0,0,1
2013-09-02,0.0,29.21,8.1,2,0,0,0,0,0,0,0,0
2013-09-03,0.0,29.32,4.0,30,0,0,0,0,0,0,0,0
2013-09-04,0.0,29.37,6.2,26,0,0,0,0,0,0,0,0
2013-09-05,0.005,29.49,9.0,5,0,0,0,0,0,0,0,0
2013-09-06,0.0,29.38,4.7,20,0,0,0,0,0,0,0,0
2013-09-07,0.01,29.21,5.7,23,0,0,0,0,0,0,0,0
2013-09-08,0.0,29.26,10.5,7,0,0,0,0,0,0,0,0
2013-09-09,0.0,29.15,9.0,20,0,0,0,0,0,0,0,0
2013-09-10,0.0,29.25,12.1,24,0,0,0,0,0,0,0,0
2013-09-11,0.005,29.28,4.2,27,0,0,0,0,0,0,0,0
2013-09-12,0.005,29.28,7.0,35,0,1,0,0,0,0,0,0
2013-09-13,0.0,29.41,10.7,1,0,0,0,0,0,0,0,0
2013-09-14,0.0,29.36,4.7,21,0,0,0,0,0,0,0,0
2013-09-15,0.65,29.34,1.1,2,0,1,0,1,0,0,0,0
2013-09-16,0.0,29.59,9.7,3,0,0,0,0,0,0,0,0
2013-09-17,0.0,29.49,7.0,13,0,0,0,0,0,0,0,0
2013-09-18,0.55,29.26,8.7,18,0,0,0,0,0,0,0,0
2013-09-19,0.84,29.14,8.3,16,0,1,1,1,1,0,1,1
2013-09-20,0.005,29.08,10.1,26,0,0,0,0,0,0,0,0
2013-09-21,0.0,29.17,9.6,33,0,0,0,0,0,0,0,0
2013-09-22,0.0,29.3,6.2,4,0,0,0,0,0,0,0,0
2013-09-23,0.0,29.34,4.9,10,0,0,0,0,0,0,0,0
2013-09-24,0.0,29.26,6.2,10,0,0,0,0,0,0,0,0
2013-09-25,0.0,29.23,4.8,5,0,0,0,0,0,0,0,0
2013-09-26,0.0,29.34,3.8,8,0,0,0,1,0,0,0,0
2013-09-27,0.0,29.38,7.0,13,0,0,0,0,0,0,0,0
2013-09-28,0.2,29.24,10.9,19,0,1,0,1,0,0,0,0
2013-09-29,0.18,29.29,6.0,36,0,1,0,1,0,0,0,0
2013-09-30,0.0,29.21,5.8,19,0,0,0,0,0,0,0,0
2013-10-01,0.0,29.21,12.5,22,0,0,0,1,0,0,0,0
2013-10-02,0.0,29.31,4.7,7,0,0,0,1,0,0,0,0
2013-10-03,0.12,29.19,7.4,19,0,1,0,1,0,1,0,0
2013-10-04,0.005,29.23,2.6,12,0,1,0,1,0,0,0,0
2013-10-05,0.82,29.11,5.2,19,0,0,0,1,0,0,1,0
2013-10-06,0.09,29.02,8.7,25,0,1,0,0,0,0,0,0
2013-10-07,0.005,29.23,6.1,28,0,0,0,0,0,0,0,0
2013-10-08,0.0,29.42,4.7,18,0,0,0,0,0,0,0,0
2013-10-09,0.0,29.45,3.6,12,0,0,0,0,0,0,0,0
2013-10-10,0.0,29.37,2.9,13,0,0,0,1,0,0,0,0
2013-10-11,0.0,29.28,7.3,14,0,0,0,0,0,0,0,0
2013-10-12,0.12,29.32,5.7,21,0,1,0,1,0,0,0,0
2013-10-13,0.0,29.62,5.3,32,0,0,0,0,0,0,0,0
2013-10-14,0.0,29.53,6.6,8,0,0,0,0,0,0,0,0
2013-10-15,0.07,29.14,7.6,19,0,1,0,1,0,0,0,0
2013-10-16,0.005,29.16,10.5,25,0,0,0,0,0,1,0,0
2013-10-17,0.29,29.12,6.1,26,0,1,0,1,0,0,0,0
2013-10-18,0.0,29.18,8.3,26,0,0,0,0,0,0,0,0
2013-10-19,0.01,29.1,8.9,25,0,1,0,0,0,0,0,0
2013-10-20,0.01,29.07,5.1,20,0,1,0,0,0,0,0,0
2013-10-21,0.005,29.19,10.8,27,0,0,0,0,0,0,0,0
2013-10-22,0.005,29.21,5.4,26,0,1,0,0,0,0,0,0
2013-10-23,0.005,29.24,9.2,30,0,0,0,0,0,0,0,0
2013-10-24,0.005,29.45,10.3,30,0,0,0,0,0,0,0,0
2013-10-25,0.0,29.47,10.8,24,0,0,0,0,0,0,0,0
2013-10-26,0.0,29.22,10.9,27,0,0,0,0,0,0,0,0
2013-10-27,0.0,29.28,6.3,23,0,0,0,0,0,0,0,0
2013-10-28,0.0,29.54,9.0,4,0,0,0,0,0,0,0,0
2013-10-29,0.005,29.49,6.1,10,0,0,0,0,0,0,0,0
2013-10-30,0.55,29.22,6.6,15,0,1,1,1,0,0,0,0
2013-10-31,1.04,28.69,9.4,24,0,1,0,1,0,0,0,0
2014-05-01,0.09,29.02,13.5,24,0,1,0,1,0,1,0,0
2014-05-02,0.005,29.03,10.2,24,0,0,0,0,0,0,0,0
2014-05-03,0.0,29.07,13.8,28,0,0,0,0,0,0,0,0
2014-05-04,0.0,29.31,4.8,3,0,0,0,0,0,0,0,0
2014-05-05,0.05,29.26,12.6,5,0,1,0,0,0,0,0,0
2014-05-06,0.0,29.21,12.6,7,0,0,0,0,0,0,0,0
2014-05-07,0.005,29.1,7.5,8,0,0,0,0,0,0,0,0
2014-05-08,0.1,29.08,13.7,21,0,1,0,0,0,0,0,0
2014-05-09,1.03,29.03,13.2,24,0,1,0,1,0,0,0,0
2014-05-10,0.0,29.19,2.9,25,0,0,0,0,0,0,0,0
2014-05-11,0.12,29.19,7.6,16,0,0,0,0,0,0,0,0
2014-05-12,2.09,29.13,6.6,19,0,0,0,1,0,0,1,1
2014-05-13,0.12,29.29,9.5,26,0,1,0,1,0,0,0,0
2014-05-14,0.02,29.36,10.9,2,0,1,0,1,0,0,0,0
2014-05-15,0.19,29.26,10.3,1,0,1,0,0,0,0,0,0
2014-05-16,0.1,29.33,4.9,6,0,1,0,0,0,1,0,0
2014-05-17,0.0,29.4,7.7,26,0,0,0,1,0,0,0,0
2014-05-18,0.0,29.47,9.8,22,0,0,0,0,0,0,0,0
2014-05-19,0.005,29.34,12.7,16,0,1,0,0,0,0,0,0
2014-05-20,0.82,29.12,9.9,20,0,1,0,1,0,0,1,1
2014-05-21,0.01,29.16,4.4,31,0,1,1,1,0,0,0,0
2014-05-22,0.0,29.36,4.0,5,0,0,0,0,0,0,0,0
2014-05-23,0.0,29.47,6.2,5,0,0,0,0,0,0,0,0
2014-05-24,0.0,29.44,3.9,6,0,0,0,0,0,0,0,0
2014-05-25,0.0,29.35,2.3,15,0,0,0,0,0,0,0,0
2014-05-26,0.0,29.25,5.9,21,0,0,0,0,0,0,0,0
2014-05-27,0.21,29.21,5.3,25,0,1,0,1,0,0,0,0
2014-05-28,0.03,29.29,9.1,4,0,1,0,1,0,0,0,0
2014-05-29,0.0,29.38,8.4,5,0,0,0,0,0,0,0,0
2014-05-30,0.0,29.44,6.1,6,0,0,0,0,0,0,0,0
2014-05-31,0.0,29.39,5.8,12,0,0,0,0,0,0,0,0
2014-06-01,0.005,29.24,12.9,18,0,0,0,0,0,0,0,0
2014-06-02,0.14,29.11,13.2,22,0,1,0,0,0,0,0,0
2014-06-03,0.0,29.18,7.2,28,0,0,0,0,0,0,0,0
2014-06-04,0.19,29.13,7.8,6,0,1,0,1,0,0,0,0
2014-06-05,0.0,29.23,5.0,6,0,0,0,0,0,0,0,0
2014-06-06,0.0,29.26,3.9,11,0,0,0,0,0,0,0,0
2014-06-07,0.08,29.18,3.3,9,0,1,0,0,0,0,0,0
2014-06-08,0.23,29.28,13.9,2,0,1,0,0,0,0,0,0
2014-06-09,0.0,29.24,7.7,4,0,0,0,0,0,0,0,0
2014-06-10,1.26,29.12,10.0,3,0,1,0,1,0,0,0,0
2014-06-11,0.52,29.0,6.4,34,0,1,0,1,0,1,0,0
2014-06-12,0.005,29.08,8.6,27,0,0,0,1,0,1,0,0
2014-06-13,0.0,29.26,6.4,31,0,0,0,0,0,0,0,0
2014-06-14,0.0,29.31,7.8,17,0,0,0,0,0,0,0,0
2014-06-15,0.0,29.17,14.3,19,0,0,0,0,0,0,0,0
2014-06-16,0.0,29.24,7.4,21,0,0,0,0,0,0,0,0
2014-06-17,0.005,29.15,9.1,22,0,1,0,0,0,0,0,0
2014-06-18,0.65,29.24,2.0,23,0,0,1,1,0,0,1,1
2014-06-19,0.32,29.33,6.0,7,0,0,1,1,0,0,1,0
2014-06-20,0.01,29.23,2.6,30,0,0,1,1,0,0,0,0
2014-06-21,1.28,29.21,0.7,17,0,1,0,1,0,0,0,0
2014-06-22,0.0,29.16,4.4,7,0,0,1,1,0,0,0,0
2014-06-23,0.05,29.11,2.9,22,0,1,0,1,0,0,0,0
2014-06-24,0.41,29.15,0.8,36,0,1,0,0,0,0,1,0
2014-06-25,0.005,29.28,6.8,4,0,0,1,1,1,0,0,0
2014-06-26,0.0,29.34,6.2,5,0,0,1,1,0,0,0,0
2014-06-27,0.005,29.28,7.9,16,0,0,1,1,1,0,0,0
2014-06-28,0.0,29.23,11.8,18,0,0,0,0,0,0,0,0
2014-06-29,0.07,29.2,12.3,21,0,1,0,0,0,0,0,0
2014-06-30,2.6,29.05,6.3,20,0,1,0,0,0,0,1,1
2014-07-01,0.005,29.02,12.3,24,0,1,0,0,0,0,0,0
2014-07-02,0.12,29.23,5.3,30,0,1,1,1,0,1,0,0
2014-07-03,0.07,29.41,2.2,30,0,1,0,0,0,0,0,0
2014-07-04,0.0,29.54,2.9,6,0,0,1,0,0,0,0,0
2014-07-05,0.005,29.41,8.0,21,0,1,1,0,0,0,0,0
2014-07-06,0.0,29.1,11.8,22,0,0,0,0,0,0,0,0
2014-07-07,0.63,29.0,6.9,27,0,0,0,0,0,0,1,0
2014-07-08,0.54,29.01,10.9,28,0,0,0,0,0,0,1,0
2014-07-09,0.0,29.25,6.8,32,0,0,0,0,0,0,0,0
2014-07-10,0.0,29.42,4.1,10,0,0,0,0,0,0,0,0
2014-07-11,0.01,29.42,5.1,18,0,1,0,0,0,0,0,0
2014-07-12,0.47,29.23,9.1,20,0,1,0,1,0,0,0,0
2014-07-13,0.01,29.18,8.9,28,0,0,0,0,0,0,0,0
2014-07-14,0.2,29.11,7.3,31,0,0,0,0,0,0,0,0
2014-07-15,0.05,29.21,10.0,30,0,1,0,0,0,0,0,0
2014-07-16,0.0,29.29,3.3,2,0,0,0,0,0,0,0,0
2014-07-17,0.0,29.37,3.0,12,0,0,0,0,0,0,0,0
2014-07-18,0.0,29.39,5.7,14,0,0,0,0,0,0,0,0
2014-07-19,0.0,29.33,4.2,11,0,0,1,0,0,0,0,0
2014-07-20,0.0,29.31,4.0,22,0,0,0,0,0,0,0,0
2014-07-21,0.0,29.34,6.9,20,0,0,0,0,0,0,0,0
2014-07-22,0.01,29.27,8.3,22,0,0,0,0,0,0,0,1
2014-07-23,0.0,29.41,15.7,2,0,0,0,0,0,0,0,0
2014-07-24,0.0,29.39,6.2,5,0,0,0,0,0,0,0,0
2014-07-25,0.005,29.24,8.4,21,0,0,0,0,0,0,0,0
2014-07-26,0.0,29.1,3.9,24,0,0,0,0,0,0,0,0
2014-07-27,0.02,29.08,12.2,30,0,1,1,1,0,0,0,0
2014-07-28,0.0,29.33,9.2,36,0,0,0,0,0,0,0,0
2014-07-29,0.01,29.28,8.4,30,0,0,0,0,0,0,0,0
2014-07-30,0.0,29.29,2.2,33,0,0,0,0,0,0,0,0
2014-07-31,0.0,29.3,8.0,26,0,0,0,0,0,0,0,0
2014-08-01,0.15,29.34,2.4,22,0,0,0,0,0,0,0,0
2014-08-02,0.0,29.4,1.6,4,0,0,0,0,0,0,0,0
2014-08-03,0.0,29.38,4.5,26,0,0,0,0,0,0,0,0
2014-08-04,2.76,29.34,0.4,33,0,1,0,1,0,0,1,0
2014-08-05,0.005,29.31,4.8,3,0,0,1,1,0,0,0,0
2014-08-06,0.0,29.34,5.1,3,0,0,0,0,0,0,0,0
2014-08-07,0.0,29.34,8.3,8,0,0,0,0,0,0,0,0
2014-08-08,0.0,29.34,10.1,7,0,0,0,0,0,0,0,0
2014-08-09,0.0,29.34,8.6,6,0,0,0,0,0,0,0,0
2014-08-10,0.0,29.28,7.7,4,0,0,0,0,0,0,0,0
2014-08-11,0.85,29.11,4.4,32,0,1,0,1,0,0,1,0
2014-08-12,0.07,29.17,11.2,32,0,1,0,0,0,0,0,0
2014-08-13,0.0,29.29,4.6,31,0,0,0,0,0,0,0,0
2014-08-14,0.0,29.35,7.0,5,0,0,0,0,0,0,0,0
2014-08-15,0.0,29.28,5.2,24,0,0,0,0,0,0,0,0
2014-08-16,0.0,29.2,7.9,24,0,0,0,0,0,0,0,0
2014-08-17,0.005,29.23,7.9,3,0,0,1,1,0,1,0,0
2014-08-18,0.0,29.12,2.8,22,0,0,1,1,0,0,0,0
2014-08-19,0.09,29.02,9.2,24,0,1,0,0,0,0,0,0
2014-08-20,0.0,29.17,7.4,25,0,0,0,0,0,0,0,0
2014-08-21,0.98,29.21,2.8,18,0,1,0,1,0,0,1,0
2014-08-22,1.58,29.21,3.4,23,0,1,0,1,0,0,1,0
2014-08-23,0.34,29.25,2.6,7,0,1,1,1,0,0,0,1
2014-08-24,0.0,29.26,6.6,12,0,0,0,0,0,0,0,0
2014-08-25,0.01,29.28,3.0,18,0,0,0,1,0,0,1,0
2014-08-26,0.12,29.34,1.8,36,0,0,0,0,0,0,0,0
2014-08-27,0.0,29.4,5.9,5,0,0,0,0,0,0,0,0
2014-08-28,0.005,29.35,7.6,8,0,1,0,0,0,0,0,0
2014-08-29,0.08,29.19,10.7,17,0,0,0,0,0,0,0,0
2014-08-30,0.27,29.15,10.7,23,0,0,0,0,0,0,0,0
2014-08-31,0.0,29.18,5.7,21,0,0,1,1,0,0,0,0
2014-09-01,0.36,29.07,10.7,22,0,1,0,0,0,0,0,0
2014-09-02,0.01,29.18,5.4,28,0,1,0,0,0,0,0,0
2014-09-03,0.0,29.26,5.3,20,0,0,0,0,0,0,0,0
2014-09-04,0.26,29.21,11.4,20,0,1,0,0,0,0,0,0
2014-09-05,0.5,29.27,7.8,27,0,1,0,0,0,0,0,1
2014-09-06,0.0,29.42,7.1,33,0,0,0,0,0,0,0,0
2014-09-07,0.0,29.44,1.0,12,0,0,0,0,0,0,0,0
2014-09-08,0.0,29.33,6.0,17,0,0,0,0,0,0,0,0
2014-09-09,0.01,29.18,7.2,18,0,1,0,0,0,0,0,0
2014-09-10,1.31,28.97,7.3,25,0,1,0,1,0,0,0,0
2014-09-11,0.0,29.46,9.8,35,0,0,0,0,0,0,0,0
2014-09-12,0.13,29.55,11.7,35,0,1,0,1,0,0,0,0
2014-09-13,0.0,29.59,3.2,33,0,0,0,0,0,0,0,0
2014-09-14,0.0,29.49,4.5,22,0,0,0,0,0,0,0,0
2014-09-15,0.005,29.41,2.2,30,0,1,0,0,0,0,0,0
2014-09-16,0.0,29.41,3.0,30,0,0,0,0,0,0,0,0
2014-09-17,0.0,29.29,0.4,17,0,0,0,0,0,0,0,0
2014-09-18,0.0,29.4,5.5,4,0,0,0,1,0,0,0,0
2014-09-19,0.0,29.31,10.7,18,0,0,0,1,0,0,0,0
2014-09-20,0.12,29.1,9.8,23,0,1,0,0,0,0,0,0
2014-09-21,0.005,29.26,10.5,31,0,1,0,0,0,0,0,0
2014-09-22,0.0,29.52,1.7,31,0,0,0,0,0,0,0,0
2014-09-23,0.0,29.57,1.9,20,0,0,0,0,0,0,0,0
2014-09-24,0.0,29.57,4.3,13,0,0,0,0,0,0,0,0
2014-09-25,0.0,29.52,0.6,11,0,0,0,0,0,0,0,0
2014-09-26,0.0,29.51,3.7,6,0,0,0,1,0,0,0,0
2014-09-27,0.0,29.47,3.1,7,0,0,0,0,0,0,0,0
2014-09-28,0.0,29.38,2.3,6,0,0,1,1,0,0,0,0
2014-09-29,0.01,29.28,5.0,36,0,1,0,1,0,0,0,0
2014-09-30,0.005,29.29,8.8,2,0,0,0,1,0,1,0,0
2014-10-01,0.0,29.22,10.3,13,0,0,0,0,0,0,0,0
2014-10-02,0.32,29.03,7.2,17,0,1,0,1,0,0,1,0
2014-10-03,0.68,28.95,15.1,28,0,1,0,0,0,0,0,0
2014-10-04,0.06,29.0,13.5,26,0,1,0,1,0,1,0,0
2014-10-05,0.01,28.95,8.5,23,0,1,0,0,0,0,0,0
2014-10-06,0.01,28.89,7.9,25,0,0,0,0,0,0,0,0
2014-10-07,0.005,29.0,9.8,25,0,0,0,0,0,0,0,0
2014-10-08,0.0,29.27,11.0,27,0,0,0,0,0,0,0,0
2014-10-09,0.0,29.38,3.4,36,0,0,0,0,0,0,0,0
2014-10-10,0.0,29.43,7.7,2,0,0,0,0,0,0,0,0
2014-10-11,0.0,29.47,2.8,8,0,0,0,0,0,0,0,0
2014-10-12,0.01,29.24,7.9,14,0,1,0,1,0,1,0,0
2014-10-13,0.64,28.97,7.7,14,0,1,0,1,0,1,0,0
2014-10-14,0.65,28.83,3.5,10,0,1,0,1,0,1,0,0
2014-10-15,0.05,29.05,9.5,35,0,1,0,1,0,1,0,0
2014-10-16,0.005,29.02,4.1,24,0,0,0,1,0,1,0,0
2014-10-17,0.005,28.99,11.1,29,0,0,0,0,0,0,0,0
2014-10-18,0.01,29.39,8.2,34,0,1,0,0,0,1,0,0
2014-10-19,0.0,29.31,7.8,21,0,0,0,0,0,0,0,0
2014-10-20,0.01,29.17,4.7,32,0,0,0,0,0,0,0,0
2014-10-21,0.0,29.46,10.8,1,0,0,0,0,0,0,0,0
2014-10-22,0.0,29.56,2.9,8,0,0,0,0,0,0,0,0
2014-10-23,0.0,29.39,7.5,19,0,0,0,1,0,0,0,0
2014-10-24,0.0,29.25,4.4,22,0,0,0,0,0,0,0,0
2014-10-25,0.0,29.21,10.4,29,0,0,0,1,0,0,0,0
2014-10-26,0.0,29.21,0.9,5,0,0,0,0,0,0,0,0
2014-10-27,0.0,28.92,12.0,19,0,0,0,0,0,0,0,0
2014-10-28,0.005,29.15,14.8,26,0,0,0,0,0,0,0,0
2014-10-29,0.0,29.36,9.5,29,0,0,0,0,0,0,0,0
2014-10-30,0.0,29.34,5.1,24,0,0,0,0,0,0,0,0
2014-10-31,0.03,29.49,22.6,34,0,1,0,0,0,0,0,0
