,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,geometry,spray
5213,,,,,2013-07-25,41.9605,-87.7106,,,,9:14:01 PM,,0.0,POINT (-87.7106133333333 41.9605233333333),spray
5214,,,,,2013-07-25,41.9601,-87.7106,,,,9:14:11 PM,,0.0,POINT (-87.7105866666667 41.9601066666667),spray
5215,,,,,2013-07-25,41.9599,-87.711,,,,9:14:21 PM,,0.0,POINT (-87.710975 41.95991166666671),spray
5216,,,,,2013-07-25,41.9599,-87.7115,,,,9:14:31 PM,,0.0,POINT (-87.7115366666667 41.95991166666671),spray
5217,,,,,2013-07-25,41.9598,-87.7121,,,,9:14:41 PM,,0.0,POINT (-87.71214999999999 41.9598316666667),spray
5218,,,,,2013-07-25,41.9591,-87.7128,,,,9:15:11 PM,,0.0,POINT (-87.7128316666667 41.9591116666667),spray
5219,,,,,2013-07-25,41.959,-87.7124,,,,9:15:21 PM,,0.0,POINT (-87.7124133333333 41.9590266666667),spray
5220,,,,,2013-07-25,41.9591,-87.7119,,,,9:15:31 PM,,0.0,POINT (-87.7118866666667 41.959055),spray
5221,,,,,2013-07-25,41.9591,-87.7113,,,,9:15:41 PM,,0.0,POINT (-87.7112583333333 41.95908499999999),spray
5222,,,,,2013-07-25,41.9591,-87.7107,,,,9:15:51 PM,,0.0,POINT (-87.71065166666669 41.9591366666667),spray
5223,,,,,2013-07-25,41.9592,-87.71,,,,9:16:01 PM,,0.0,POINT (-87.71005 41.95921),spray
5224,,,,,2013-07-25,41.9592,-87.7094,,,,9:16:11 PM,,0.0,POINT (-87.70941999999999 41.959215),spray
5225,,,,,2013-07-25,41.9592,-87.7088,,,,9:16:21 PM,,0.0,POINT (-87.708775 41.9592233333333),spray
5226,,,,,2013-07-25,41.9602,-87.7106,,,,9:18:01 PM,,0.0,POINT (-87.7106266666667 41.96018),spray
5227,,,,,2013-07-25,41.9597,-87.7106,,,,9:18:11 PM,,0.0,POINT (-87.71057500000001 41.959695),spray
5228,,,,,2013-07-25,41.9593,-87.7106,,,,9:18:21 PM,,0.0,POINT (-87.71056 41.959255),spray
5229,,,,,2013-07-25,41.9588,-87.7105,,,,9:18:31 PM,,0.0,POINT (-87.71053000000001 41.95875),spray
5230,,,,,2013-07-25,41.9583,-87.7105,,,,9:18:41 PM,,0.0,POINT (-87.7105183333333 41.9582616666667),spray
5231,,,,,2013-07-25,41.9578,-87.7105,,,,9:18:51 PM,,0.0,POINT (-87.7105 41.957825),spray
5232,,,,,2013-07-25,41.9574,-87.7105,,,,9:19:01 PM,,0.0,POINT (-87.7104966666667 41.9573633333333),spray
5233,,,,,2013-07-25,41.9569,-87.7105,,,,9:19:11 PM,,0.0,POINT (-87.7104883333333 41.9569083333333),spray
5234,,,,,2013-07-25,41.9564,-87.7105,,,,9:19:21 PM,,0.0,POINT (-87.71047666666669 41.956435),spray
5235,,,,,2013-07-25,41.956,-87.7105,,,,9:19:31 PM,,0.0,POINT (-87.7104866666667 41.9559766666667),spray
5236,,,,,2013-07-25,41.9555,-87.7105,,,,9:19:41 PM,,0.0,POINT (-87.7104566666667 41.95553833333329),spray
5237,,,,,2013-07-25,41.9551,-87.7104,,,,9:19:51 PM,,0.0,POINT (-87.7104033333333 41.95511333333329),spray
5238,,,,,2013-07-25,41.9547,-87.7104,,,,9:20:01 PM,,0.0,POINT (-87.7103883333333 41.9546833333333),spray
5239,,,,,2013-07-25,41.9543,-87.7104,,,,9:20:11 PM,,0.0,POINT (-87.71040833333331 41.9542816666667),spray
5240,,,,,2013-07-25,41.9654,-87.7129,,,,9:24:51 PM,,0.0,POINT (-87.7129483333333 41.9653816666667),spray
5241,,,,,2013-07-25,41.9654,-87.7125,,,,9:25:01 PM,,0.0,POINT (-87.71250500000001 41.9654133333333),spray
5242,,,,,2013-07-25,41.9654,-87.7119,,,,9:25:11 PM,,0.0,POINT (-87.7119216666667 41.96541666666671),spray
5243,,,,,2013-07-25,41.9654,-87.7113,,,,9:25:21 PM,,0.0,POINT (-87.71132666666669 41.9654283333333),spray
5244,,,,,2013-07-25,41.9655,-87.7107,,,,9:25:31 PM,,0.0,POINT (-87.710735 41.9654566666667),spray
5245,,,,,2013-07-25,41.9655,-87.71,,,,9:25:41 PM,,0.0,POINT (-87.7099583333333 41.9654883333333),spray
5246,,,,,2013-07-25,41.9655,-87.7093,,,,9:25:51 PM,,0.0,POINT (-87.7092833333333 41.96546166666671),spray
5247,,,,,2013-07-25,41.9665,-87.7086,,,,9:27:31 PM,,0.0,POINT (-87.7086316666667 41.9665033333333),spray
5248,,,,,2013-07-25,41.9665,-87.7091,,,,9:27:41 PM,,0.0,POINT (-87.709135 41.9665183333333),spray
5249,,,,,2013-07-25,41.9665,-87.7096,,,,9:27:51 PM,,0.0,POINT (-87.7095533333333 41.96652),spray
5250,,,,,2013-07-25,41.9668,-87.7097,,,,9:28:01 PM,,0.0,POINT (-87.70969000000001 41.966765),spray
5251,,,,,2013-07-25,41.9671,-87.7097,,,,9:28:11 PM,,0.0,POINT (-87.70969333333331 41.9671283333333),spray
5252,,,,,2013-07-25,41.9675,-87.7097,,,,9:28:21 PM,,0.0,POINT (-87.7096916666667 41.9675333333333),spray
5253,,,,,2013-07-25,41.9679,-87.7097,,,,9:28:31 PM,,0.0,POINT (-87.709695 41.9679133333333),spray
5254,,,,,2013-07-25,41.9681,-87.7109,,,,9:29:11 PM,,0.0,POINT (-87.710865 41.9680966666667),spray
5255,,,,,2013-07-25,41.9677,-87.7108,,,,9:29:21 PM,,0.0,POINT (-87.7108416666667 41.9677316666667),spray
5256,,,,,2013-07-25,41.9673,-87.7108,,,,9:29:31 PM,,0.0,POINT (-87.7108483333333 41.96733333333329),spray
5257,,,,,2013-07-25,41.967,-87.7109,,,,9:29:41 PM,,0.0,POINT (-87.71086333333331 41.9670266666667),spray
5258,,,,,2013-07-25,41.9667,-87.7109,,,,9:29:51 PM,,0.0,POINT (-87.710875 41.96666),spray
5259,,,,,2013-07-25,41.9664,-87.7109,,,,9:30:01 PM,,0.0,POINT (-87.7109066666667 41.96635333333329),spray
5260,,,,,2013-07-25,41.966,-87.7109,,,,9:31:11 PM,,0.0,POINT (-87.71087 41.96599000000001),spray
5261,,,,,2013-07-25,41.9656,-87.7109,,,,9:31:21 PM,,0.0,POINT (-87.7108833333333 41.96564),spray
5262,,,,,2013-07-25,41.9653,-87.7109,,,,9:31:31 PM,,0.0,POINT (-87.71088166666669 41.96532333333329),spray
5263,,,,,2013-07-25,41.965,-87.7109,,,,9:31:41 PM,,0.0,POINT (-87.7108833333333 41.9650033333333),spray
5264,,,,,2013-07-25,41.9646,-87.7109,,,,9:31:51 PM,,0.0,POINT (-87.7108916666667 41.9646183333333),spray
5265,,,,,2013-07-25,41.9642,-87.7109,,,,9:32:01 PM,,0.0,POINT (-87.7108533333333 41.96420333333329),spray
5266,,,,,2013-07-25,41.9637,-87.7108,,,,9:32:11 PM,,0.0,POINT (-87.7108383333333 41.9636833333333),spray
5267,,,,,2013-07-25,41.9633,-87.7108,,,,9:32:21 PM,,0.0,POINT (-87.71084499999999 41.96330833333329),spray
5268,,,,,2013-07-25,41.963,-87.7108,,,,9:32:31 PM,,0.0,POINT (-87.71082333333329 41.9629883333333),spray
5269,,,,,2013-07-25,41.9626,-87.7108,,,,9:32:41 PM,,0.0,POINT (-87.71081333333331 41.9625666666667),spray
5270,,,,,2013-07-25,41.9621,-87.7108,,,,9:32:51 PM,,0.0,POINT (-87.71080500000001 41.9621116666667),spray
5271,,,,,2013-07-25,41.9617,-87.7108,,,,9:33:01 PM,,0.0,POINT (-87.7108016666667 41.96169),spray
5272,,,,,2013-07-25,41.9614,-87.7119,,,,9:33:31 PM,,0.0,POINT (-87.7119266666667 41.961405),spray
5273,,,,,2013-07-25,41.9617,-87.7119,,,,9:33:41 PM,,0.0,POINT (-87.7119283333333 41.96170166666671),spray
5274,,,,,2013-07-25,41.962,-87.7119,,,,9:33:51 PM,,0.0,POINT (-87.711905 41.96202),spray
5275,,,,,2013-07-25,41.9624,-87.7119,,,,9:34:01 PM,,0.0,POINT (-87.71193000000001 41.962385),spray
5276,,,,,2013-07-25,41.9627,-87.7119,,,,9:34:11 PM,,0.0,POINT (-87.7119283333333 41.96273),spray
5277,,,,,2013-07-25,41.9631,-87.7119,,,,9:34:21 PM,,0.0,POINT (-87.7119216666667 41.96311166666671),spray
5278,,,,,2013-07-25,41.9635,-87.7119,,,,9:34:31 PM,,0.0,POINT (-87.7119316666667 41.9635216666667),spray
5279,,,,,2013-07-25,41.9639,-87.7119,,,,9:34:41 PM,,0.0,POINT (-87.711915 41.9639483333333),spray
5280,,,,,2013-07-25,41.9643,-87.7119,,,,9:34:51 PM,,0.0,POINT (-87.7119133333333 41.9642983333333),spray
5281,,,,,2013-07-25,41.9645,-87.712,,,,9:35:01 PM,,0.0,POINT (-87.7120266666667 41.96453833333329),spray
5282,,,,,2013-07-25,41.9645,-87.7126,,,,9:35:11 PM,,0.0,POINT (-87.71257 41.9645316666667),spray
5283,,,,,2013-07-25,41.963,-87.7125,,,,9:36:41 PM,,0.0,POINT (-87.712485 41.9629583333333),spray
5284,,,,,2013-07-25,41.963,-87.712,,,,9:36:51 PM,,0.0,POINT (-87.7120333333333 41.96297),spray
5285,,,,,2013-07-25,41.963,-87.7115,,,,9:37:01 PM,,0.0,POINT (-87.7115166666667 41.962985),spray
5286,,,,,2013-07-25,41.963,-87.711,,,,9:37:11 PM,,0.0,POINT (-87.71102500000001 41.9629966666667),spray
5287,,,,,2013-07-25,41.963,-87.7105,,,,9:37:21 PM,,0.0,POINT (-87.7105133333333 41.9629983333333),spray
5288,,,,,2013-07-25,41.963,-87.71,,,,9:37:31 PM,,0.0,POINT (-87.7100016666667 41.96301),spray
5289,,,,,2013-07-25,41.963,-87.7096,,,,9:37:41 PM,,0.0,POINT (-87.70956833333331 41.96303),spray
5290,,,,,2013-07-25,41.963,-87.7091,,,,9:37:51 PM,,0.0,POINT (-87.7090933333333 41.96303),spray
5291,,,,,2013-07-25,41.9626,-87.7086,,,,9:38:11 PM,,0.0,POINT (-87.7085533333333 41.9626083333333),spray
5292,,,,,2013-07-25,41.962,-87.7085,,,,9:38:21 PM,,0.0,POINT (-87.70850166666669 41.962035),spray
5293,,,,,2013-07-25,41.9613,-87.7096,,,,9:38:51 PM,,0.0,POINT (-87.70957 41.9612816666667),spray
5294,,,,,2013-07-25,41.9617,-87.7096,,,,9:39:01 PM,,0.0,POINT (-87.70961333333331 41.9616883333333),spray
5295,,,,,2013-07-25,41.962,-87.7096,,,,9:39:11 PM,,0.0,POINT (-87.70959999999999 41.962005),spray
5296,,,,,2013-07-25,41.9625,-87.7096,,,,9:39:31 PM,,0.0,POINT (-87.70960833333331 41.962475),spray
5297,,,,,2013-07-25,41.9629,-87.7096,,,,9:39:41 PM,,0.0,POINT (-87.70960833333331 41.9628816666667),spray
5298,,,,,2013-07-25,41.9634,-87.7096,,,,9:39:51 PM,,0.0,POINT (-87.7095933333333 41.96338),spray
5299,,,,,2013-07-25,41.9639,-87.7096,,,,9:40:01 PM,,0.0,POINT (-87.70960333333331 41.9638533333333),spray
5300,,,,,2013-07-25,41.9643,-87.7096,,,,9:40:11 PM,,0.0,POINT (-87.70960333333331 41.96427),spray
5301,,,,,2013-07-25,41.9644,-87.7092,,,,9:40:21 PM,,0.0,POINT (-87.70922666666669 41.9644333333333),spray
5302,,,,,2013-07-25,41.9533,-87.7104,,,,9:44:11 PM,,0.0,POINT (-87.71044999999999 41.95330666666671),spray
5303,,,,,2013-07-25,41.953,-87.7104,,,,9:44:21 PM,,0.0,POINT (-87.7104283333333 41.9529783333333),spray
5304,,,,,2013-07-25,41.9526,-87.7104,,,,9:44:31 PM,,0.0,POINT (-87.7104216666667 41.9526233333333),spray
5305,,,,,2013-07-25,41.9522,-87.7104,,,,9:44:41 PM,,0.0,POINT (-87.71041333333331 41.952185),spray
5306,,,,,2013-07-25,41.9517,-87.7104,,,,9:44:51 PM,,0.0,POINT (-87.7104033333333 41.95167166666671),spray
5307,,,,,2013-07-25,41.9511,-87.7104,,,,9:45:01 PM,,0.0,POINT (-87.7104066666667 41.9511316666667),spray
5308,,,,,2013-07-25,41.9506,-87.7104,,,,9:45:11 PM,,0.0,POINT (-87.71038666666669 41.95063),spray
5309,,,,,2013-07-25,41.9502,-87.7104,,,,9:45:21 PM,,0.0,POINT (-87.71036833333331 41.95020833333329),spray
5310,,,,,2013-07-25,41.9497,-87.7104,,,,9:45:31 PM,,0.0,POINT (-87.71037 41.9496866666667),spray
5311,,,,,2013-07-25,41.9491,-87.7104,,,,9:45:41 PM,,0.0,POINT (-87.7103516666667 41.94912),spray
5312,,,,,2013-07-25,41.9486,-87.7103,,,,9:45:51 PM,,0.0,POINT (-87.71034166666669 41.94855),spray
5313,,,,,2013-07-25,41.9485,-87.7112,,,,9:46:21 PM,,0.0,POINT (-87.71119166666669 41.94849666666671),spray
5314,,,,,2013-07-25,41.949,-87.7115,,,,9:46:31 PM,,0.0,POINT (-87.7115433333333 41.9489883333333),spray
5315,,,,,2013-07-25,41.9494,-87.7116,,,,9:46:41 PM,,0.0,POINT (-87.7115766666667 41.9494183333333),spray
5316,,,,,2013-07-25,41.9499,-87.7116,,,,9:46:51 PM,,0.0,POINT (-87.7115816666667 41.9499033333333),spray
5317,,,,,2013-07-25,41.9504,-87.7116,,,,9:47:01 PM,,0.0,POINT (-87.71158333333331 41.9503716666667),spray
5318,,,,,2013-07-25,41.9508,-87.7116,,,,9:47:11 PM,,0.0,POINT (-87.71159499999999 41.95082),spray
5319,,,,,2013-07-25,41.9513,-87.7116,,,,9:47:21 PM,,0.0,POINT (-87.7116 41.9513383333333),spray
5320,,,,,2013-07-25,41.9518,-87.7116,,,,9:47:31 PM,,0.0,POINT (-87.71161833333331 41.9517883333333),spray
5321,,,,,2013-07-25,41.9521,-87.7116,,,,9:47:41 PM,,0.0,POINT (-87.71162 41.95208),spray
5322,,,,,2013-07-25,41.9524,-87.7116,,,,9:47:51 PM,,0.0,POINT (-87.7116116666667 41.952405),spray
5323,,,,,2013-07-25,41.9527,-87.7117,,,,9:48:01 PM,,0.0,POINT (-87.7116516666667 41.9526766666667),spray
5324,,,,,2013-07-25,41.953,-87.7117,,,,9:48:11 PM,,0.0,POINT (-87.7116716666667 41.9529933333333),spray
5325,,,,,2013-07-25,41.9533,-87.7116,,,,9:48:21 PM,,0.0,POINT (-87.7116466666667 41.9533),spray
5326,,,,,2013-07-25,41.9536,-87.7116,,,,9:48:51 PM,,0.0,POINT (-87.71158 41.95355666666671),spray
5327,,,,,2013-07-25,41.9536,-87.7109,,,,9:49:01 PM,,0.0,POINT (-87.710865 41.9535866666667),spray
5328,,,,,2013-07-25,41.9535,-87.7093,,,,9:49:21 PM,,0.0,POINT (-87.7093016666667 41.9535066666667),spray
5329,,,,,2013-07-25,41.9531,-87.7093,,,,9:49:31 PM,,0.0,POINT (-87.70927166666669 41.95308166666671),spray
5330,,,,,2013-07-25,41.9527,-87.7092,,,,9:49:41 PM,,0.0,POINT (-87.70925 41.95269),spray
5331,,,,,2013-07-25,41.9523,-87.7092,,,,9:49:51 PM,,0.0,POINT (-87.70921666666671 41.95228),spray
5332,,,,,2013-07-25,41.9518,-87.7092,,,,9:50:01 PM,,0.0,POINT (-87.7092133333333 41.95182),spray
5333,,,,,2013-07-25,41.9514,-87.7092,,,,9:50:11 PM,,0.0,POINT (-87.70922166666669 41.95141833333329),spray
5334,,,,,2013-07-25,41.9509,-87.7092,,,,9:50:21 PM,,0.0,POINT (-87.7092183333333 41.95094833333329),spray
5335,,,,,2013-07-25,41.9505,-87.7092,,,,9:50:31 PM,,0.0,POINT (-87.70922666666669 41.95053166666671),spray
5336,,,,,2013-07-25,41.9502,-87.7092,,,,9:50:41 PM,,0.0,POINT (-87.7092066666667 41.95017666666671),spray
5337,,,,,2013-07-25,41.9499,-87.7092,,,,9:50:51 PM,,0.0,POINT (-87.70921 41.9498583333333),spray
5338,,,,,2013-07-25,41.9495,-87.7092,,,,9:51:01 PM,,0.0,POINT (-87.70921 41.9495),spray
5339,,,,,2013-07-25,41.9491,-87.7092,,,,9:51:11 PM,,0.0,POINT (-87.709215 41.94911333333329),spray
5340,,,,,2013-07-25,41.9487,-87.7092,,,,9:51:21 PM,,0.0,POINT (-87.70923000000001 41.9487466666667),spray
5341,,,,,2013-07-25,41.9483,-87.7092,,,,9:51:31 PM,,0.0,POINT (-87.70920500000001 41.9483183333333),spray
5342,,,,,2013-07-25,41.9479,-87.7092,,,,9:51:41 PM,,0.0,POINT (-87.7091933333333 41.94794833333329),spray
5343,,,,,2013-07-25,41.9477,-87.7092,,,,9:51:51 PM,,0.0,POINT (-87.7091833333333 41.94772833333329),spray
5344,,,,,2013-07-25,41.9473,-87.7092,,,,9:52:01 PM,,0.0,POINT (-87.70918 41.94734),spray
5345,,,,,2013-07-25,41.9486,-87.708,,,,9:53:01 PM,,0.0,POINT (-87.7079866666667 41.948595),spray
5346,,,,,2013-07-25,41.9486,-87.7085,,,,9:53:11 PM,,0.0,POINT (-87.70853333333331 41.9486116666667),spray
5347,,,,,2013-07-25,41.9486,-87.7091,,,,9:53:21 PM,,0.0,POINT (-87.70905999999999 41.94860666666671),spray
5348,,,,,2013-07-25,41.9486,-87.7097,,,,9:53:31 PM,,0.0,POINT (-87.70966 41.9485633333333),spray
5349,,,,,2013-07-25,41.9485,-87.7101,,,,9:53:41 PM,,0.0,POINT (-87.7100783333333 41.94853),spray
5350,,,,,2013-07-25,41.9509,-87.7127,,,,9:55:21 PM,,0.0,POINT (-87.7126883333333 41.9508866666667),spray
5351,,,,,2013-07-25,41.9515,-87.7127,,,,9:55:31 PM,,0.0,POINT (-87.71271999999999 41.95147166666671),spray
5352,,,,,2013-07-25,41.952,-87.7127,,,,9:55:41 PM,,0.0,POINT (-87.71271999999999 41.95195833333329),spray
5353,,,,,2013-07-25,41.952,-87.7122,,,,9:55:51 PM,,0.0,POINT (-87.71222 41.9519983333333),spray
5354,,,,,2013-07-25,41.952,-87.7116,,,,9:56:01 PM,,0.0,POINT (-87.7116216666667 41.95201166666671),spray
5355,,,,,2013-07-25,41.952,-87.711,,,,9:56:11 PM,,0.0,POINT (-87.71096 41.95203166666671),spray
5356,,,,,2013-07-25,41.952,-87.7103,,,,9:56:21 PM,,0.0,POINT (-87.7103183333333 41.9520416666667),spray
5357,,,,,2013-07-25,41.952,-87.7097,,,,9:56:31 PM,,0.0,POINT (-87.70974833333329 41.95205),spray
5358,,,,,2013-07-25,41.9521,-87.7092,,,,9:56:41 PM,,0.0,POINT (-87.7092433333333 41.95206833333329),spray
5359,,,,,2013-07-25,41.9521,-87.7086,,,,9:56:51 PM,,0.0,POINT (-87.70862833333331 41.952085),spray
5360,,,,,2013-07-25,41.9503,-87.7081,,,,9:57:31 PM,,0.0,POINT (-87.7081383333333 41.9503383333333),spray
5361,,,,,2013-07-25,41.9503,-87.7085,,,,9:57:41 PM,,0.0,POINT (-87.7085483333333 41.9502766666667),spray
5362,,,,,2013-07-25,41.9503,-87.709,,,,9:57:51 PM,,0.0,POINT (-87.7090266666667 41.9502516666667),spray
5363,,,,,2013-07-25,41.9502,-87.7096,,,,9:58:01 PM,,0.0,POINT (-87.7096333333333 41.95025),spray
5364,,,,,2013-07-25,41.9503,-87.7102,,,,9:58:11 PM,,0.0,POINT (-87.71016166666669 41.9502516666667),spray
5365,,,,,2013-07-25,41.9502,-87.7108,,,,9:58:21 PM,,0.0,POINT (-87.7107716666667 41.95024),spray
5366,,,,,2013-07-25,41.9502,-87.7112,,,,9:58:31 PM,,0.0,POINT (-87.7112466666667 41.9502233333333),spray
5367,,,,,2013-07-25,41.9502,-87.7118,,,,9:58:41 PM,,0.0,POINT (-87.7118333333333 41.9502266666667),spray
5368,,,,,2013-07-25,41.9487,-87.7128,,,,10:00:21 PM,,0.0,POINT (-87.71275666666669 41.9487466666667),spray
5369,,,,,2013-07-25,41.9485,-87.7121,,,,10:00:41 PM,,0.0,POINT (-87.7121466666667 41.94847),spray
5370,,,,,2013-07-25,41.9484,-87.7116,,,,10:00:51 PM,,0.0,POINT (-87.71164166666669 41.948445),spray
5371,,,,,2013-07-25,41.948,-87.7116,,,,10:01:01 PM,,0.0,POINT (-87.71155 41.948005),spray
5372,,,,,2013-07-25,41.9476,-87.7115,,,,10:01:11 PM,,0.0,POINT (-87.7115416666667 41.94758),spray
5373,,,,,2013-07-25,41.9471,-87.7115,,,,10:01:21 PM,,0.0,POINT (-87.71153000000001 41.9470966666667),spray
5374,,,,,2013-07-25,41.9467,-87.712,,,,10:02:11 PM,,0.0,POINT (-87.71196999999999 41.9467166666667),spray
5375,,,,,2013-07-25,41.9459,-87.7127,,,,10:03:11 PM,,0.0,POINT (-87.7127316666667 41.94587),spray
5376,,,,,2013-07-25,41.9452,-87.7127,,,,10:03:21 PM,,0.0,POINT (-87.71271999999999 41.9452166666667),spray
5377,,,,,2013-07-25,41.9445,-87.7127,,,,10:03:31 PM,,0.0,POINT (-87.7127016666667 41.9445333333333),spray
5378,,,,,2013-07-25,41.9439,-87.7127,,,,10:03:41 PM,,0.0,POINT (-87.7126866666667 41.9438666666667),spray
5379,,,,,2013-07-25,41.9432,-87.7127,,,,10:03:51 PM,,0.0,POINT (-87.7126766666667 41.94320333333329),spray
5380,,,,,2013-07-25,41.9427,-87.7128,,,,10:04:21 PM,,0.0,POINT (-87.7127733333333 41.9426816666667),spray
5381,,,,,2013-07-25,41.9421,-87.7128,,,,10:04:31 PM,,0.0,POINT (-87.71278333333331 41.9420516666667),spray
5382,,,,,2013-07-25,41.9408,-87.7128,,,,10:04:51 PM,,0.0,POINT (-87.712795 41.9408266666667),spray
5383,,,,,2013-07-25,41.9394,-87.7161,,,,10:05:51 PM,,0.0,POINT (-87.716065 41.9394416666667),spray
5384,,,,,2013-07-25,41.9397,-87.7162,,,,10:06:01 PM,,0.0,POINT (-87.7162483333333 41.93966833333329),spray
5385,,,,,2013-07-25,41.94,-87.7162,,,,10:06:11 PM,,0.0,POINT (-87.71624666666669 41.94001),spray
5386,,,,,2013-07-25,41.9402,-87.7161,,,,10:06:21 PM,,0.0,POINT (-87.716095 41.940215),spray
5387,,,,,2013-07-25,41.9402,-87.7157,,,,10:06:31 PM,,0.0,POINT (-87.7157183333333 41.940215),spray
5388,,,,,2013-07-25,41.9402,-87.7154,,,,10:06:41 PM,,0.0,POINT (-87.7153666666667 41.94022),spray
5389,,,,,2013-07-25,41.9403,-87.7149,,,,10:06:51 PM,,0.0,POINT (-87.7149283333333 41.9402666666667),spray
5390,,,,,2013-07-25,41.9403,-87.7145,,,,10:07:01 PM,,0.0,POINT (-87.7145033333333 41.94029333333329),spray
5391,,,,,2013-07-25,41.9403,-87.7141,,,,10:07:11 PM,,0.0,POINT (-87.71410666666669 41.9402833333333),spray
5392,,,,,2013-07-25,41.9403,-87.7137,,,,10:07:21 PM,,0.0,POINT (-87.7136983333333 41.9402583333333),spray
5393,,,,,2013-07-25,41.9403,-87.7133,,,,10:07:31 PM,,0.0,POINT (-87.71329666666669 41.9403416666667),spray
5394,,,,,2013-07-25,41.9406,-87.7133,,,,10:07:41 PM,,0.0,POINT (-87.71334166666669 41.940625),spray
5395,,,,,2013-07-25,41.9409,-87.7136,,,,10:07:51 PM,,0.0,POINT (-87.71360666666669 41.94088499999999),spray
5396,,,,,2013-07-25,41.9411,-87.714,,,,10:08:01 PM,,0.0,POINT (-87.7140366666667 41.94107833333329),spray
5397,,,,,2013-07-25,41.9411,-87.7145,,,,10:08:11 PM,,0.0,POINT (-87.7145316666667 41.9411083333333),spray
5398,,,,,2013-07-25,41.9411,-87.715,,,,10:08:21 PM,,0.0,POINT (-87.71499666666669 41.9410933333333),spray
5399,,,,,2013-07-25,41.9411,-87.7155,,,,10:08:31 PM,,0.0,POINT (-87.71549 41.94107833333329),spray
5400,,,,,2013-07-25,41.9411,-87.7159,,,,10:08:41 PM,,0.0,POINT (-87.7159 41.9410716666667),spray
5401,,,,,2013-07-25,41.9411,-87.7163,,,,10:08:51 PM,,0.0,POINT (-87.7162883333333 41.9410733333333),spray
5402,,,,,2013-07-25,41.9412,-87.7163,,,,10:09:01 PM,,0.0,POINT (-87.71633 41.9412466666667),spray
5403,,,,,2013-07-25,41.9415,-87.7163,,,,10:09:11 PM,,0.0,POINT (-87.7163266666667 41.9415),spray
5404,,,,,2013-07-25,41.942,-87.7164,,,,10:09:31 PM,,0.0,POINT (-87.7164016666667 41.9420233333333),spray
5405,,,,,2013-07-25,41.942,-87.7168,,,,10:09:41 PM,,0.0,POINT (-87.7168383333333 41.942025),spray
5406,,,,,2013-07-25,41.942,-87.7172,,,,10:09:51 PM,,0.0,POINT (-87.7172333333333 41.94202),spray
5407,,,,,2013-07-25,41.9418,-87.7174,,,,10:10:01 PM,,0.0,POINT (-87.7173883333333 41.94178),spray
5408,,,,,2013-07-25,41.9415,-87.7174,,,,10:10:11 PM,,0.0,POINT (-87.7173783333333 41.9414733333333),spray
5409,,,,,2013-07-25,41.9412,-87.7174,,,,10:10:21 PM,,0.0,POINT (-87.7173683333333 41.9411533333333),spray
5410,,,,,2013-07-25,41.9408,-87.7174,,,,10:10:31 PM,,0.0,POINT (-87.71735833333331 41.940795),spray
5411,,,,,2013-07-25,41.9404,-87.7174,,,,10:10:41 PM,,0.0,POINT (-87.71735833333331 41.9404066666667),spray
5412,,,,,2013-07-25,41.9401,-87.7173,,,,10:10:51 PM,,0.0,POINT (-87.71734833333331 41.94007),spray
5413,,,,,2013-07-25,41.9396,-87.7173,,,,10:11:01 PM,,0.0,POINT (-87.7173433333333 41.939635),spray
5414,,,,,2013-07-25,41.9393,-87.7175,,,,10:11:11 PM,,0.0,POINT (-87.7175483333333 41.939325),spray
5415,,,,,2013-07-25,41.9393,-87.7183,,,,10:11:21 PM,,0.0,POINT (-87.7183216666667 41.939315),spray
5416,,,,,2013-07-25,41.9396,-87.7186,,,,10:11:31 PM,,0.0,POINT (-87.71859499999999 41.93958666666671),spray
5417,,,,,2013-07-25,41.9399,-87.7186,,,,10:11:41 PM,,0.0,POINT (-87.7186066666667 41.9398616666667),spray
5418,,,,,2013-07-25,41.9402,-87.7186,,,,10:11:51 PM,,0.0,POINT (-87.7186116666667 41.94016666666671),spray
5419,,,,,2013-07-25,41.9408,-87.7186,,,,10:12:11 PM,,0.0,POINT (-87.718645 41.9407783333333),spray
5420,,,,,2013-07-25,41.9411,-87.7187,,,,10:12:21 PM,,0.0,POINT (-87.7186733333333 41.9411133333333),spray
5421,,,,,2013-07-25,41.9415,-87.7187,,,,10:12:31 PM,,0.0,POINT (-87.7186833333333 41.94145),spray
5422,,,,,2013-07-25,41.9418,-87.7187,,,,10:12:41 PM,,0.0,POINT (-87.71871999999999 41.94178166666671),spray
5423,,,,,2013-07-25,41.9421,-87.7187,,,,10:12:51 PM,,0.0,POINT (-87.7187366666667 41.9420566666667),spray
5424,,,,,2013-07-25,41.9429,-87.7188,,,,10:13:21 PM,,0.0,POINT (-87.718755 41.94289666666671),spray
5425,,,,,2013-07-25,41.9432,-87.7188,,,,10:13:31 PM,,0.0,POINT (-87.7187766666667 41.94318333333329),spray
5426,,,,,2013-07-25,41.9435,-87.7188,,,,10:13:41 PM,,0.0,POINT (-87.71880999999999 41.9435433333333),spray
5427,,,,,2013-07-25,41.9439,-87.7188,,,,10:13:51 PM,,0.0,POINT (-87.71881999999999 41.9438766666667),spray
5428,,,,,2013-07-25,41.9442,-87.7188,,,,10:14:01 PM,,0.0,POINT (-87.7188316666667 41.944215),spray
